gene_symbol,ensembl_id,token_id,is_tf_collectri,is_tf_dorothea,is_tf,is_target_collectri,is_target_dorothea,is_target,collectri_n_targets,collectri_n_activated,collectri_n_repressed,collectri_targets,dorothea_n_targets,dorothea_n_activated,dorothea_n_repressed,dorothea_targets,collectri_n_regulators,dorothea_n_regulators
AIRE,ENSG00000160224,10450,True,True,True,True,True,True,23,22,1,"BMP2,CD28,CHRNA1,COL2A1,CREBBP,CSTB,CXCL8,CYP2A13,F11,FOS,ICA1,IFNB1,IL2RA,INS,MUC6,NFKBIA,PIAS1,RAC1,TG,TLR3,TLR8,TSHR,TSPOAP1",1,1,0,CHRNA1,2,11
ZBTB7B,ENSG00000160685,10508,True,True,True,True,True,True,15,13,2,"ADRA1D,CD4,CD8A,CDCP1,COL1A1,COL1A2,COL2A1,ELN,FN1,HLA-E,IFNG,MPPED2,SERPINA3,TOX,UGDH",2,2,0,"CDCP1,COL1A1",1,91
NACC1,ENSG00000160877,10541,True,False,True,True,True,True,4,4,0,"AAR2,FOXQ1,GADD45A,GIP",0,0,0,,1,9
FOXH1,ENSG00000160973,10558,True,True,True,True,True,True,13,11,2,"AR,CTCF,CXCR4,FOXA2,GSC,INHBA,KDR,LEMD3,MEF2C,MIXL1,NODAL,PRKACA,TGFBR1",2,1,1,"AR,CTCF",1,4
MAML1,ENSG00000161021,10567,True,False,True,True,True,True,5,3,2,"EGR1,HES1,HEY1,NOTCH1,TNFRSF12A",0,0,0,,8,15
ZNF382,ENSG00000161298,10592,True,True,True,True,True,True,11,0,11,"CDK6,CXCL14,HMGA2,ID1,IKBKE,JUN,MITF,MYC,NFKB1,STAT3,STAT5B",10,0,10,"CDK6,HMGA2,ID1,IKBKE,JUN,MITF,MYC,NFKB1,STAT3,STAT5B",2,4
IKZF3,ENSG00000161405,10596,True,False,True,True,True,True,6,4,2,"AICDA,BCL2,IGLL1,IL2,LNPEP,MYC",0,0,0,,4,33
SRSF2,ENSG00000161547,10603,True,False,True,True,True,True,11,11,0,"AURKA,AURKB,COL1A1,HNRNPH1,HNRNPL,MDM2,RRM2,RSRC2,SRSF1,SRSF7,VIM",0,0,0,,4,19
ZNF653,ENSG00000161914,10643,True,True,True,False,True,True,2,2,0,"CDKN2A,CDKN2A",1,1,0,CDKN2A,0,14
BCL6B,ENSG00000161940,10648,True,False,True,False,True,True,3,3,0,"GDNF,IL2,IL4",0,0,0,,0,4
